Year,State,Program,Level,College/University Name,Type,Affiliated University,State,City,Courses Offered,Intake Capacity,Accreditation,Approval Year
2022-2023,Haryana,Pharmacy,UG,1-11338345827,GURU GOBIND SINGH COLLEGE OF PHARMACY,"CITTY CENTRE ROAD, NEAR GURU NANAK KHALSA COLLEGE",YAMUNA NAGAR,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Haryana,Pharmacy,PG,No data available in table
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10968039883,HIMALAYAN INSTITUTE OF PHARMACY,"NEAR SUKETI FOSSIL PARK ROAD, KALA-AMB, DISTT. SIRMOUR (HP)",SIRMAUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10968091621,VINAYAKA COLLEGE OF PHARMACY,VILL. BAHOGUNA P. O. GARSA DISTT. KULLU (H.P.) PIN-175141,KULU,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10968422798,"GOVT. COLLEGE OF PHARMACY,ROHRU","GOVT. COLLEGE OF PHARMACY, ROHRU, DISTT. SHIMLA. HIMACHAL PRADESH PIN: 171207",SHIMLA,Government,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10969630796,SIRDA POLYTECHNIC,"VILL. TAROT, P.O. - KANAID",MANDI,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10969946310,LAUREATE INSTITUTE OF PHARMACY,"VPO KATHOG, TEH. DEHRA, DISTT. KANGRA, H.P.",KANGRA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10970113312,ABHILASHI COLLEGE OF PHARMACY,"NER CHOWK, TEHSIL BALH, DISTT MANDI (H.P.) 175008",MANDI,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10970455822,SCHOOL OF PHARMACY AND EMERGING SCIENCES,"VILLAGE MAKHNUMAJRA, P.O.BHUD BADDI, DISTT. SOLAN(H.P) TEHSIL NALAGARH",SOLAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10973016273,SCHOOL OF PHARMACEUTICAL SCIENCES,"VILL- BAJHOL PO. SULTANPUR , VIA- KUMARHATTI , DISTT- SOLAN HP 173229",SOLAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10974999525,L. R. INSTITUTE OF PHARMACY,VILLAGE JABLI-KYAR P.O. OCHGHAT RAJGARH ROAD SOLAN- 173223 (H.P.),SOLAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-10975717418,GOVERNMENT PHARMACY COLLEGE KANGRA AT NAGROTA BAGWAN,"GHORAB, TEHSIL NAGROTA BAGWAN",KANGRA,Government,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,UG,1-11338320587,SHIVA INSTITUTE OF B PHARMACY,VILL.LUHANOO KANETAIN P.O.CHANDPUR TEHSIL SADAR DISTT.BILASPUR H.P.-174004,BILASPUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Himachal Pradesh,Pharmacy,PG,No data available in table
2022-2023,Jammu and Kashmir,Pharmacy,UG,No data available in table
2022-2023,Jammu and Kashmir,Pharmacy,PG,No data available in table
2022-2023,Jharkhand,Pharmacy,UG,1-10969372387,BIRLA INSTITUTE OF TECHNOLOGY,"MESRA, RANCHI - 835215",RANCHI,Private-Self Financing,N,N,Click Here,NA
2022-2023,Jharkhand,Pharmacy,UG,1-10981474724,NETAJI SUBHAS UNIVERSITY,"POKHARI, NEAR BHILAI PAHADI",EAST SINGHABHUM,State Private University,N,N,Click Here,NA
2022-2023,Jharkhand,Pharmacy,PG,No data available in table
2022-2023,Karnataka,Pharmacy,UG,1-10967962914,P A COLLEGE OF PHARMACY,"NADUPADAV, KAIRANGALA VILLAGE, MONTEPADAV POST, BANTWAL TALUK",DAKSHINA KANNADA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10968026648,ACHARYA & B M REDDY COLLEGE OF PHARMACY,SOLDEVANAHALLI HESARGHATTA MAIN ROAD BANGALORE - 560 090.,BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10968115795,SPURTHY COLLEGE OF PHARMACY,"NO.328, MARASUR GATE, ANEKAL MAIN ROAD, MARASUR VILLAGE, ANEKAL TALUK, BANGALORE 562106",BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10968783910,M. S. RAMAIAH UNIVERSITY OF APPLIED SCIENCES,"UNIVERSITY HOUSE, GNANAGANGOTHRI CAMPUS, NEW BEL ROAD, MSR ROAD, BANGALORE - 560054",BANGALORE URBAN,State Private University,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10968827099,KARAVALI COLLEGE OF PHARMACY,"NH-13, OPP. MANGALAJYOTHI, VAMANJOOR,MANGALORE- 575 028",DAKSHINA KANNADA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10968833528,GM INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH,"GMIT CAMPUS, P B ROAD, DAVANGERE-577006, KARNATAKA",DAVANAGERE,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10968844496,JSS COLLEGE OF PHARMACY,"SRI SHIVARATHREESHWARA NAGAR, MYSORE - 570 015",MYSORE,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10968857697,"KLE COLLEGE OF PHARMACY, BELGAUM.","J.N.MEDICAL COLLEGE CAMPUS, NEHRU NAGAR,",BELGAUM,Deemed to be University(Pvt),N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10969124541,SHREE DEVI COLLEGE OF PHARMACY,"AIRPORT ROAD, KENJAR VILLAGE, MALAVOOR PANCHAYATH MANGALORE-574142",D KANNADA(DK),Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10969327732,SRINIVAS COLLEGE OF PHARMACY,"FARANGIPETE POST, VALACHIL MANGALORE 574 143",DAKSHINA KANNADA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10969520110,MANIPAL COLLEGE OF PHARMACEUTICAL SCIENCES,"MANIPAL COLLEGE OF PHARMACEUTICAL SCIENCES MADHAV NAGAR, MANIPAL 576 104 UDUPI DISTRICT, KARNATKA STATE",UDUPI,Deemed to be University(Pvt),N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10969712487,SHRIDEVI INSTITUTE OF PHARMACEUTICAL SCIENCES,MARALENAHALLI SIRA ROAD TUMKUR,TUMKUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10970466506,HANAGAL SHRI KUMARESHWAR COLLEGE OF PHARMACY,"BVVS OLD CAMPUS, BAGALKOT",BAGALKOT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10973024669,EAST WEST COLLEGE OF PHARMACY,"# 63, I PHASE, BHARATHNAGAR B.E.L. LAYOUT, VISHWANEEDAM POST, OFF MAGADI ROAD, BANGALORE - 560091",BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10973095762,DR. H.L.THIMMEGOWDA COLLEGE OF PHARMACY,"KENGAL, CHANNAPATNA-571502 RAMANAGARAM DISTRICT KARNATAKA",RAMANAGARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10973107146,MALLIGE COLLEGE OF PHARMACY,"#71, SILVEPURA, CHIKKABANAVARA POST BANGALORE: 560 090",BANGALORE RURAL,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10973753059,KLE COLLEGE OF PHARMACY,"2ND BLOCK, RAJAJINAGAR, BANGALORE",BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10973909734,BLDEA'S SHRI SANGANABASAVA MAHASWAMIJI COLLEGE OF PHARMACY AND RESEARCH CENTRE,"BLDE UNIVERSITY CAMPUS, SOLAPUR ROAD, BIJAPUR-586103, KARNATAKA.",BIJAPUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10974642198,T. JOHN COLLEGE OF PHARMACY,T. JOHN COLLEGE OF PHARMACY KAMMANAHALLI GOTTIGERE POST BANNERGHATTA ROAD BANGALORE,BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975016461,K. R. COLLEGE OF PHARMACY,"SY.NO. 30/1 &30/2, OPPOSITE CHAMUNDESHWARITEMPLE, RAVUGODLU, KANAKAPURA MAIN ROAD, UTTARAHALLI HOBLI, BENGALURU SOUTH, BENGALURU 560082",BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975187782,N.G.S.M.INSTITUTE OF PHARMACEUTICAL SCIENCES,PANEER DERALAKATTE MANGALORE 575 018 KARNATAKA,D KANNADA(DK),Deemed to be University(Pvt),N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975244761,R.R. COLLEGE OF PHARMACY,"#67, SURVEY NO 39/1, NEAR CHIKKABANAVARA RAILWAY STATION, CHIKKABANAVARA",BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975344420,S.E.T'S COLLEGE OF PHARMACY,"SANGOLLI RAYANNA NAGAR, NEAR MICROWAVE TOWER, DHARWAD",DHARWAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975637862,"H.K.E.S S MATOSHREE TARADEVI RAMPURE INSTITUTE OF PHARMACEUTICAL SCIENCES, GULBARGA, KARNATAKA","MAHADEVAPPA RAMPURE MARG, SEDAM ROAD, GULBARGA",GULBARGA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975654222,NARGUND COLLEGE OF PHARMACY,"II MAIN DATTATREYANAGAR, 100 FEET RING ROAD, BSK III STAGE, BANGALORE-560085",BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975687025,SREE SIDDAGANGA COLLEGE OF PHARMACY,"B. H. ROAD, TUMKUR - 572 102, KARNATAKA",TUMKUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975697738,BHARATHI COLLEGE OF PHARMACY,"BHARATHI COLLEGE OF PHARMACY, BHARATHINAGAR, K M DODDI (POST), MADDUR TALUK, MANDYA DIST, KARNATAKA - 571422",MANDYA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975876240,"NAGAPPA SHETTY COLLEGE OF PHARMACY, SHIMOGA","BALRAJ URS ROAD, SHIMOGA, KARNATAKA, INDIA.",SHIMOGA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10975913310,GOVERNMENT COLLEGE OF PHARMACY,"#2, P KALINGA RAO ROAD, SUBBAIAH CIRCLE, BANGALORE- 560027",BANGALORE URBAN,Government,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10976105706,"KLES COLLEGE OF PHARMACY,HUBLI",VIDYANAGAR,DHARWAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10976123688,ADITYA BANGALORE INSTITUTE OF PHARMACY EDUCATION & RESEARCH,"NO.12, KOGILU MAIN ROAD, BEHIND ANNAPURNESHWARI TEMPLE, YELAHANKA",BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10980908062,KRUPANIDHI COLLEGE OF PHARMACY,"CHIKKABELANDUR, CARMELARAM POST VARTHUR HOBLI, BANGALORE-560035",BANGALORE URBAN,Private-Self Financing,N,N,Click Here,NA
2022-2023,Karnataka,Pharmacy,UG,1-10985448499,AL AMEEN COLLEGE OF PHARMACY,"NEAR LALBAGH MAIN GATE, HOSUR RO' BANGALORE -560027",BANGALORE URBAN,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Karnataka,Pharmacy,PG,No data available in table
2022-2023,Kerala,Pharmacy,UG,1-10968930801,KMCT COLLEGE OF PHARMACY,"MAMPARA, PAZHUR-P.O, KUTTIPPURAM, MALAPPURAM DISTRICT, KERALA",MALAPPURAM,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10968937665,CARITAS COLLEGE OF PHARMACY,101 JUNCTION ETTUMANOOR P.O KOTTAYAM 686631,KOTTAYAM,State Private University,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10969331059,HOLY GRACE ACADEMY OF PHARMACY,"VELIYAPARAMBU , KURUVILASSERY P.O , MALA",THRISSUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10969602244,MGM COLLEGE OF PHARMACY,"MGM TECHNOLOGICAL CAMPUS, PILATHARA, VILAYANCODE P.O.",KANNUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10969641991,KERALA ACADEMY OF PHARMACY,PANKAJAKASTHURI COLLEGE OF ENGINEERING AND TECHNOLOGYKANDALATHIRUVANANTHAPURAM,THIRUVANANTHAPURAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10969704002,"COLLEGE OF PHARMACEUTICAL SCIENCES, GOVERNMENT MEDICAL COLLEGE, KANNUR","P.O. PARIYARAM MEDICAL COLLEGE, KANNUR, KERALA, INDIA",KANNUR,Government,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10969749790,MGM SILVER JUBILEE COLLEGE OF PHARMACY,"MGM TECHNOLOGICAL CAMPUS, KILIMANOOR, PULIMATH P.O.",THIRUVANANTHAPURAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10969789305,AMRITA VISHWA VIDYAPEETHAM. KOCHI CAMPUS,"AMRITA VISHWA VIDYAPEETHAM, AIMS PONEKKARA PO KOCHI 682041 KERALA",ERNAKULAM,Deemed to be University(Pvt),N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10969845833,MGM SILVER JUBILEE COLLEGE OF POLYTECHNIC AND PHARMACEUTICAL SCIENCES,MGM TECHNOLOGICAL CAMPUS PAMPAKUDA P.O ERNAKULAM -686667,ERNAKULAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10970500021,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHATMA GANDHI UNIVERSITY,CHERUVANDOOR CAMPUS.","DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHATMA GANDHI UNIVERSITY,CHERUVANDOOR CAMPUS, ETTUMANOOR P.O, KOTTAYAM ( DIST), KERALA, PIN 686631.",KOTTAYAM,State Government University,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10973078555,COLLEGE OF PHARMACEUTICAL SCIENCES,COLLEGE OF PHARMACEUTICAL SCIENCES GOVT. MEDICAL COLLEGE GANDHINAGAR P.O MEDICAL COLLEGE KOTTAYAM,KOTTAYAM,Government,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10973093730,COLLEGE OF PHARMACEUTICAL SCIENCES,MEDICAL COLLEGE PO,THIRUVANANTHAPURAM,Government,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10973181060,NIRMALA COLLEGE OF HEALTH SCIENCE,"NUTMEG GARDENS MELOOR, KUNNAPPILLY P.O., CHALAKKUDY THRISSUR DIST., PIN:680311 PH:0480 2739800, 01, 02, 08156950403",THRISSUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10973363216,"COLLEGE OF PHARMACEUTICAL SCIENCES,GOVERNMENT T.D.MEDICAL COLLEGE,ALAPPUZHA","COLLEGE OF PHARMACEUTICAL SCIENCES,GOVERNMENT T.D. MEDICAL COLLEGE,VANDANAM P.O,ALAPPUZHA PIN 688 005",ALAPPUZHA,Government,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10974600720,GOVT. COLLEGE OF PHARMACEUTICAL SCIENCES,"GOVT. MEDICAL COLLEGE, CALICUT.",KOZHIKODE,Government,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10974763062,NATIONAL COLLEGE OF PHARMACY,"MANASSERY P.O, MUKKAM",KOZHIKODE,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10975006501,LISIE COLLEGE OF PHARMACY,"LISIE MEDICAL AND EDUCATIONAL INSTITUTIONS, VENNALA CAMPUS, VENNALA HIGH SCHOOL ROAD, ERNAKULAM, KOCHI-682018",ERNAKULAM,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10975294217,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, REGIONAL INSTITUTE OF MEDICAL SCIENCES AND RESEARCH","RUBBER BOARD PO,THALAPADDY. KOTTAYAM 686009 KERALA STATE",KOTTAYAM,State Government University,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10975641261,AL SHIFA COLLEGE OF PHARMACY,POONTHAVANAM (PO) KIZHATTUR PERINTALMANNA MALAPPURAM DT KERALA-679325,MALAPPURAM,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-10985446781,K.V.M. COLLEGE OF PHARMACY,KOKKOTHAMANGALAM P.O.,ALAPPUZHA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-11338318358,SANJO COLLEGE OF PHARMACEUTICAL STUDIES,"VELLAPARA, CHITHALI P.O. KUZHALMANNAM",PALAKKAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-11338333153,JDT ISLAM COLLEGE OF PHARMACY,"JAMIATH HILLS, MARIKUNNU P.O, KOZHIKODE, KERALA - 673012",KOZHIKODE,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-11338333301,GRACE COLLEGE OF PHARMACY,"ATHALUR KODUNTHIRAPPULLY, PALAKKAD - 678 004 KERALA STATE",PALAKKAD,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-11338341057,NEHRU COLLEGE OF PHARMACY,"PAMPADY,THIRUVILWAMALA,THRISSUR,KERALA",THRISSUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-11338342696,DEVAKI AMMA MEMORIAL COLLEGE OF PHARMACY,"CHELEMBRA, PULLIPARAMBA.PO, MALAPPURAM. DT, KERALA - 673634",MALAPPURAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-11338342905,ST JAMES COLLEGE OF PHARMACEUTICAL SCIENCES,"ST.JAMES MEDICAL ACADEMY RIVER BANK, GOVT. HOSPITAL ROAD CHALAKUDY THRISSUR KERALA",THRISSUR,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-11338350137,EZHUTHACHAN COLLEGE OF PHARMACEUTICAL SCIENCES,MARAYAMUTTAM NEYATTINKARA THIRUVANANTHAPURAM KERALA 695131,THIRUVANANTHAPURAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,UG,1-11338351560,JAMIA SALAFIYA PHARMACY COLLEGE,SALAFI GRAMAM. PULIKKAL P.O. PULIKKAL MALAPPURAM KERALA INDIA PIN-673637,MALAPPURAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10969704002,"COLLEGE OF PHARMACEUTICAL SCIENCES, GOVERNMENT MEDICAL COLLEGE, KANNUR","P.O. PARIYARAM MEDICAL COLLEGE, KANNUR, KERALA, INDIA",KANNUR,Government,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10969789305,AMRITA VISHWA VIDYAPEETHAM. KOCHI CAMPUS,"AMRITA VISHWA VIDYAPEETHAM, AIMS PONEKKARA PO KOCHI 682041 KERALA",ERNAKULAM,Deemed to be University(Pvt),N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10970500021,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHATMA GANDHI UNIVERSITY,CHERUVANDOOR CAMPUS.","DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHATMA GANDHI UNIVERSITY,CHERUVANDOOR CAMPUS, ETTUMANOOR P.O, KOTTAYAM ( DIST), KERALA, PIN 686631.",KOTTAYAM,State Government University,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10973093730,COLLEGE OF PHARMACEUTICAL SCIENCES,MEDICAL COLLEGE PO,THIRUVANANTHAPURAM,Government,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10974600720,GOVT. COLLEGE OF PHARMACEUTICAL SCIENCES,"GOVT. MEDICAL COLLEGE, CALICUT.",KOZHIKODE,Government,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10974763062,NATIONAL COLLEGE OF PHARMACY,"MANASSERY P.O, MUKKAM",KOZHIKODE,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10975294217,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, REGIONAL INSTITUTE OF MEDICAL SCIENCES AND RESEARCH","RUBBER BOARD PO,THALAPADDY. KOTTAYAM 686009 KERALA STATE",KOTTAYAM,State Government University,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10975641261,AL SHIFA COLLEGE OF PHARMACY,POONTHAVANAM (PO) KIZHATTUR PERINTALMANNA MALAPPURAM DT KERALA-679325,MALAPPURAM,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-10985446781,K.V.M. COLLEGE OF PHARMACY,KOKKOTHAMANGALAM P.O.,ALAPPUZHA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-11338318358,SANJO COLLEGE OF PHARMACEUTICAL STUDIES,"VELLAPARA, CHITHALI P.O. KUZHALMANNAM",PALAKKAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-11338333153,JDT ISLAM COLLEGE OF PHARMACY,"JAMIATH HILLS, MARIKUNNU P.O, KOZHIKODE, KERALA - 673012",KOZHIKODE,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-11338333301,GRACE COLLEGE OF PHARMACY,"ATHALUR KODUNTHIRAPPULLY, PALAKKAD - 678 004 KERALA STATE",PALAKKAD,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-11338341057,NEHRU COLLEGE OF PHARMACY,"PAMPADY,THIRUVILWAMALA,THRISSUR,KERALA",THRISSUR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-11338342696,DEVAKI AMMA MEMORIAL COLLEGE OF PHARMACY,"CHELEMBRA, PULLIPARAMBA.PO, MALAPPURAM. DT, KERALA - 673634",MALAPPURAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-11338342905,ST JAMES COLLEGE OF PHARMACEUTICAL SCIENCES,"ST.JAMES MEDICAL ACADEMY RIVER BANK, GOVT. HOSPITAL ROAD CHALAKUDY THRISSUR KERALA",THRISSUR,Private-Self Financing,N,Y,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-11338350137,EZHUTHACHAN COLLEGE OF PHARMACEUTICAL SCIENCES,MARAYAMUTTAM NEYATTINKARA THIRUVANANTHAPURAM KERALA 695131,THIRUVANANTHAPURAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Kerala,Pharmacy,PG,1-11338351560,JAMIA SALAFIYA PHARMACY COLLEGE,SALAFI GRAMAM. PULIKKAL P.O. PULIKKAL MALAPPURAM KERALA INDIA PIN-673637,MALAPPURAM,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,UG,No data available in table
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10967975662,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, DR. H. S. GOUR VISHWAVIDYALAYA SAGAR MP","DEPARTMENT OF PHARMACEUTICAL SCIENCES, DR. H. S. GOUR VISHWAVIDYALAYA SAGAR SAGAR - 470 003 (MP)",SAGAR,Central University,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10968142984,SAGAR INSTITUTE OF PHARMACY & TECHNOLOGY (SIPTEC),"NEAR AIRPORT, JAIPUR ROAD PIPALNER, GANDHI NAGAR BHOPAL-462036",BHOPAL,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10968153929,RKDF SCHOOL OF PHARMACEUTICAL SCIENCE,"NH-12,HOSHANGABAD ROAD JATKHEDI, BHOPAL",BHOPAL,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10968161457,MODERN INSTITUTE OF PHARMACEUTICAL SCIENCES,"GRAM ALWASA, BEHIND REWATI RANGE, SANWER ROAD,TEH-HATOD,DIST-INDORE.",INDORE,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10968441994,VNS GROUP OF INSTITUTIONS,"VNS CAMPUS, VIDYA VIHAR, NATHUBERKHEDA, NEELBUD",BHOPAL,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10969867225,ACROPOLIS INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,"INDORE BYPASS ROAD, MANGLIA SQUARE INDORE",INDORE,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10970152572,"DEPARTMENT OF PHARMACY, INDIRA GANDHI NATIONAL TRIBAL UNIVERSITY","DEPARTMENT OF PHARMACY, INDIRA GANDHI NATIONAL TRIBAL UNIVERSITY, LALPUR, AMARKANTAK - 484887, M.P",ANUPPUR,Central University,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10970318406,GRY INSTITUTE OF PHARMACY,"VIDYA VIHAR, BORAWAN, DISTRICT- KHARGONE STATE- MADHYA PRADESH",KHARGONE,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10970478701,SRI AUROBINDO INSTITUTE OF PHARMACY,"INDORE-UJJAIN HIGHWAY, NEAR MR-10 CROSSING, GRAM BHAVARASLA",INDORE,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10973553890,BM COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH,VILLAGE- GOKANYA PO-KASTURBAGRAM KHANDAWA ROAD INDORE,INDORE,Private-Self Financing,N,N,Click Here,NA
2022-2023,Madhya Pradesh,Pharmacy,PG,1-10973607988,BHAGYODAY TIRTH PHARMACY COLLEGE,"KHURAI ROAD, KARILA , SAGAR",SAGAR,Private-Self Financing,N,N,Click Here,NA
